Date,Open,High,Low,Close,Volume
21.04.2010 00:00:00.000,1.5363,1.5439,1.5331,1.54135,270113.5
22.04.2010 00:00:00.000,1.54135,1.5473,1.53195,1.53415,339176.5313
23.04.2010 00:00:00.000,1.53415,1.53975,1.52935,1.5375,274946.875
24.04.2010 00:00:00.000,1.5375,1.5375,1.5375,1.5375,0
25.04.2010 00:00:00.000,1.5379,1.539,1.5363,1.53865,54517.3008
26.04.2010 00:00:00.000,1.53865,1.54975,1.53865,1.54755,329272.5938
27.04.2010 00:00:00.000,1.54755,1.54755,1.52245,1.5259,408609.7813
28.04.2010 00:00:00.000,1.5259,1.52875,1.5125,1.5192,383453.375
29.04.2010 00:00:00.000,1.5191,1.5364,1.5142,1.53425,362588.125
30.04.2010 00:00:00.000,1.53425,1.53905,1.5253,1.5271,267631.5
01.05.2010 00:00:00.000,1.5271,1.5271,1.5271,1.5271,0
02.05.2010 00:00:00.000,1.52683,1.53335,1.52671,1.5299,64139.9609
03.05.2010 00:00:00.000,1.5299,1.53095,1.52105,1.52425,236321.7656
04.05.2010 00:00:00.000,1.52425,1.52645,1.50905,1.51355,361223.125
05.05.2010 00:00:00.000,1.51345,1.51725,1.5067,1.50975,332285.8438
06.05.2010 00:00:00.000,1.50975,1.51475,1.47085,1.4899,304669.75
07.05.2010 00:00:00.000,1.4898,1.49345,1.44755,1.48,227496.1875
08.05.2010 00:00:00.000,1.48,1.48,1.48,1.48,0
09.05.2010 00:00:00.000,1.48062,1.48896,1.4759,1.48065,62875.9805
10.05.2010 00:00:00.000,1.48025,1.5054,1.47875,1.4834,272851.625
11.05.2010 00:00:00.000,1.48345,1.50035,1.47195,1.49525,240230.1563
12.05.2010 00:00:00.000,1.49525,1.50445,1.4818,1.4847,297052.3438
13.05.2010 00:00:00.000,1.48475,1.49165,1.45715,1.459,238932.1563
14.05.2010 00:00:00.000,1.45905,1.4639,1.44955,1.45288,216054.2813
15.05.2010 00:00:00.000,1.45288,1.45288,1.45288,1.45288,0
16.05.2010 00:00:00.000,1.4532,1.45455,1.4465,1.44775,50338.6289
17.05.2010 00:00:00.000,1.44775,1.4509,1.42505,1.4464,213281.7344
18.05.2010 00:00:00.000,1.4464,1.45185,1.42545,1.42565,246076.8125
19.05.2010 00:00:00.000,1.4256,1.44655,1.42375,1.44225,249090.8906
20.05.2010 00:00:00.000,1.44235,1.4459,1.42275,1.43945,255848.7344
21.05.2010 00:00:00.000,1.43935,1.44955,1.4317,1.44645,251399.2656
22.05.2010 00:00:00.000,1.44645,1.44645,1.44645,1.44645,0
23.05.2010 00:00:00.000,1.4465,1.44885,1.44335,1.44425,42761.1992
24.05.2010 00:00:00.000,1.44425,1.45275,1.43515,1.43855,213241.625
25.05.2010 00:00:00.000,1.43855,1.4447,1.4258,1.43905,261655.3594
26.05.2010 00:00:00.000,1.43905,1.44425,1.43295,1.4392,234334.9531
27.05.2010 00:00:00.000,1.4392,1.46065,1.43805,1.45645,246440.8906
28.05.2010 00:00:00.000,1.45645,1.4611,1.44345,1.44617,227182.4063
29.05.2010 00:00:00.000,1.44617,1.44617,1.44617,1.44617,0
30.05.2010 00:00:00.000,1.4467,1.44792,1.43623,1.44625,29507.5605
31.05.2010 00:00:00.000,1.44625,1.4547,1.4426,1.45065,131843.2031
01.06.2010 00:00:00.000,1.4506,1.4722,1.44385,1.46715,307728.4063
02.06.2010 00:00:00.000,1.46705,1.477,1.4553,1.4671,277123.4063
03.06.2010 00:00:00.000,1.46705,1.47425,1.45855,1.4642,275755.75
04.06.2010 00:00:00.000,1.46415,1.4681,1.44476,1.4449,294639.6875
05.06.2010 00:00:00.000,1.4449,1.4449,1.4449,1.4449,0
06.06.2010 00:00:00.000,1.4459,1.44598,1.44039,1.44225,60018.8086
07.06.2010 00:00:00.000,1.44225,1.45625,1.43875,1.4474,374401.1563
08.06.2010 00:00:00.000,1.4474,1.4528,1.4346,1.44445,335203.125
09.06.2010 00:00:00.000,1.44445,1.46075,1.4395,1.45475,278157.9375
10.06.2010 00:00:00.000,1.45475,1.47295,1.45085,1.47245,263936.1563
11.06.2010 00:00:00.000,1.4724,1.47585,1.4504,1.4549,246197.4063
12.06.2010 00:00:00.000,1.4549,1.4549,1.4549,1.4549,0
13.06.2010 00:00:00.000,1.45542,1.4612,1.4534,1.4612,41872.8984
14.06.2010 00:00:00.000,1.46125,1.48085,1.45695,1.4733,263141.4688
15.06.2010 00:00:00.000,1.4733,1.4836,1.4682,1.47985,298002.25
16.06.2010 00:00:00.000,1.47985,1.4855,1.4703,1.4709,246910.2031
17.06.2010 00:00:00.000,1.4709,1.48375,1.46445,1.48079,209725.2969
18.06.2010 00:00:00.000,1.48085,1.4886,1.47705,1.48203,193509.1563
19.06.2010 00:00:00.000,1.48203,1.48203,1.48203,1.48203,0
20.06.2010 00:00:00.000,1.48252,1.48809,1.48225,1.4837,76524.2031
21.06.2010 00:00:00.000,1.4837,1.4936,1.47375,1.4761,242749.9063
22.06.2010 00:00:00.000,1.4761,1.4859,1.46875,1.48085,235861.9531
23.06.2010 00:00:00.000,1.48085,1.49725,1.48025,1.4966,212150.875
24.06.2010 00:00:00.000,1.49665,1.50115,1.4915,1.49315,229073.1875
25.06.2010 00:00:00.000,1.4931,1.5077,1.48555,1.50597,214648.4531
26.06.2010 00:00:00.000,1.50597,1.50597,1.50597,1.50597,0
27.06.2010 00:00:00.000,1.5071,1.50718,1.50305,1.5043,21345
28.06.2010 00:00:00.000,1.5043,1.51275,1.50165,1.51045,269260.3438
29.06.2010 00:00:00.000,1.51045,1.51195,1.5012,1.50535,209293.5625
30.06.2010 00:00:00.000,1.50535,1.50735,1.49305,1.49565,243859.0469
01.07.2010 00:00:00.000,1.49565,1.519,1.4873,1.51625,265293.8438
02.07.2010 00:00:00.000,1.51625,1.5229,1.51495,1.51968,176879.2031
03.07.2010 00:00:00.000,1.51968,1.51968,1.51968,1.51968,0
04.07.2010 00:00:00.000,1.51982,1.52027,1.51845,1.5186,48834.3984
05.07.2010 00:00:00.000,1.5186,1.5198,1.50895,1.5101,165530.5938
06.07.2010 00:00:00.000,1.5101,1.52265,1.5081,1.5155,264150.9063
07.07.2010 00:00:00.000,1.51555,1.52185,1.5081,1.51815,272067.2188
08.07.2010 00:00:00.000,1.5182,1.52405,1.51015,1.51455,229526.875
09.07.2010 00:00:00.000,1.51455,1.52045,1.505,1.50618,178331.25
10.07.2010 00:00:00.000,1.50618,1.50618,1.50618,1.50618,0
11.07.2010 00:00:00.000,1.5069,1.50799,1.5049,1.50725,58147.5
12.07.2010 00:00:00.000,1.50725,1.50855,1.4948,1.50295,255292.1563
13.07.2010 00:00:00.000,1.50295,1.51995,1.49645,1.51965,303015.1875
14.07.2010 00:00:00.000,1.51965,1.5297,1.5188,1.52595,283909.2188
15.07.2010 00:00:00.000,1.52595,1.5471,1.52355,1.54225,304324.8125
16.07.2010 00:00:00.000,1.54225,1.5447,1.5278,1.52965,256529.2188
17.07.2010 00:00:00.000,1.52965,1.52965,1.52965,1.52965,0
18.07.2010 00:00:00.000,1.53035,1.5321,1.52685,1.52915,49245.1992
19.07.2010 00:00:00.000,1.52915,1.53515,1.52025,1.52185,243422.2656
20.07.2010 00:00:00.000,1.52175,1.5309,1.5153,1.52885,326748.0625
21.07.2010 00:00:00.000,1.52885,1.53355,1.51235,1.51845,258898.25
22.07.2010 00:00:00.000,1.51845,1.52955,1.515,1.52835,227285.2031
23.07.2010 00:00:00.000,1.52835,1.5449,1.5257,1.5416,234950.7031
24.07.2010 00:00:00.000,1.5416,1.5416,1.5416,1.5416,0
25.07.2010 00:00:00.000,1.54373,1.54455,1.53867,1.5444,49595
26.07.2010 00:00:00.000,1.5445,1.5519,1.5417,1.54785,243490.5625
27.07.2010 00:00:00.000,1.54785,1.5599,1.5442,1.5582,271294.9688
28.07.2010 00:00:00.000,1.5582,1.56375,1.5545,1.5602,255075.4375
29.07.2010 00:00:00.000,1.56015,1.5662,1.558,1.56015,251240.6875
30.07.2010 00:00:00.000,1.56015,1.57205,1.5551,1.5681,234409.0156
31.07.2010 00:00:00.000,1.5681,1.5681,1.5681,1.5681,0
01.08.2010 00:00:00.000,1.56882,1.5732,1.56819,1.57085,54417.0781
02.08.2010 00:00:00.000,1.57085,1.5907,1.57,1.5887,273688.375
03.08.2010 00:00:00.000,1.5887,1.59675,1.58589,1.59395,243642.4844
04.08.2010 00:00:00.000,1.59395,1.5963,1.58555,1.58845,222382.2344
05.08.2010 00:00:00.000,1.58845,1.59235,1.582,1.5876,165290.5
06.08.2010 00:00:00.000,1.58765,1.59975,1.584,1.5939,178688.5938
07.08.2010 00:00:00.000,1.5939,1.5939,1.5939,1.5939,0
08.08.2010 00:00:00.000,1.59492,1.5995,1.59456,1.5962,44487.3008
09.08.2010 00:00:00.000,1.5961,1.59935,1.58816,1.58831,233198.5938
10.08.2010 00:00:00.000,1.5885,1.5908,1.571,1.58135,319147.625
11.08.2010 00:00:00.000,1.5814,1.58335,1.56155,1.56365,285435.5
12.08.2010 00:00:00.000,1.56375,1.57135,1.55615,1.55925,259028.1563
13.08.2010 00:00:00.000,1.55925,1.56785,1.5573,1.55885,246375.1406
14.08.2010 00:00:00.000,1.55885,1.55885,1.55885,1.55885,0
15.08.2010 00:00:00.000,1.55912,1.56181,1.55635,1.5584,26431.4004
16.08.2010 00:00:00.000,1.5584,1.5702,1.55345,1.56475,255501.7031
17.08.2010 00:00:00.000,1.56475,1.56955,1.5551,1.55705,275184.75
18.08.2010 00:00:00.000,1.55715,1.5687,1.54975,1.55555,242560.3281
19.08.2010 00:00:00.000,1.5556,1.56705,1.5509,1.55745,253397.9844
20.08.2010 00:00:00.000,1.55745,1.5594,1.5462,1.5529,225905.5
21.08.2010 00:00:00.000,1.5529,1.5529,1.5529,1.5529,0
22.08.2010 00:00:00.000,1.554,1.5553,1.55075,1.55515,32018.5
23.08.2010 00:00:00.000,1.55515,1.5619,1.5484,1.54915,230984.4219
24.08.2010 00:00:00.000,1.54925,1.55045,1.53715,1.5405,267706.5
25.08.2010 00:00:00.000,1.5405,1.548,1.5389,1.54755,341502.8125
26.08.2010 00:00:00.000,1.54755,1.5597,1.54675,1.55205,364222.9375
27.08.2010 00:00:00.000,1.55205,1.5543,1.54415,1.55247,302516.375
28.08.2010 00:00:00.000,1.55247,1.55247,1.55247,1.55247,0
29.08.2010 00:00:00.000,1.55192,1.5545,1.55107,1.5539,20617.3008
30.08.2010 00:00:00.000,1.55385,1.55755,1.54555,1.54725,211126.875
31.08.2010 00:00:00.000,1.54725,1.54725,1.5326,1.5341,303293.8438
01.09.2010 00:00:00.000,1.5341,1.5491,1.53355,1.54435,288141.2188
02.09.2010 00:00:00.000,1.54435,1.5451,1.535,1.5391,237280.875
03.09.2010 00:00:00.000,1.5391,1.5468,1.53895,1.5448,208573.2344
04.09.2010 00:00:00.000,1.5448,1.5448,1.5448,1.5448,0
05.09.2010 00:00:00.000,1.5444,1.5452,1.54192,1.5451,13467.4004
06.09.2010 00:00:00.000,1.5451,1.54885,1.5345,1.5361,171935.2656
07.09.2010 00:00:00.000,1.5361,1.54235,1.52965,1.53505,317220.5
08.09.2010 00:00:00.000,1.53515,1.55325,1.535,1.5472,309227.0938
09.09.2010 00:00:00.000,1.5472,1.5477,1.53755,1.54135,299088.8438
10.09.2010 00:00:00.000,1.54135,1.5466,1.53322,1.53468,272396.8438
11.09.2010 00:00:00.000,1.53468,1.53468,1.53468,1.53468,0
12.09.2010 00:00:00.000,1.5347,1.53965,1.53448,1.53955,60993.8008
13.09.2010 00:00:00.000,1.5396,1.54875,1.5381,1.5381,259996.3281
14.09.2010 00:00:00.000,1.5381,1.55865,1.5347,1.5538,238182.2656
15.09.2010 00:00:00.000,1.5539,1.5651,1.54485,1.5635,277825
16.09.2010 00:00:00.000,1.56355,1.56475,1.55375,1.5603,253660.4375
17.09.2010 00:00:00.000,1.5603,1.5728,1.5595,1.56283,226673.5156
18.09.2010 00:00:00.000,1.56283,1.56283,1.56283,1.56283,0
19.09.2010 00:00:00.000,1.5625,1.56625,1.56182,1.56415,21368.3496
20.09.2010 00:00:00.000,1.5641,1.5685,1.5536,1.55485,231737.4375
21.09.2010 00:00:00.000,1.55485,1.5643,1.5503,1.56295,241088.2344
22.09.2010 00:00:00.000,1.56295,1.5715,1.56035,1.5641,264908.7188
23.09.2010 00:00:00.000,1.56415,1.57405,1.5611,1.56605,217481.7344
24.09.2010 00:00:00.000,1.56605,1.58435,1.564,1.58197,201686.8125
25.09.2010 00:00:00.000,1.58197,1.58197,1.58197,1.58197,0
26.09.2010 00:00:00.000,1.58182,1.5843,1.58085,1.5826,25054.4004
27.09.2010 00:00:00.000,1.5826,1.58665,1.5787,1.58085,276271.1875
28.09.2010 00:00:00.000,1.58085,1.5895,1.57185,1.58065,319302.4063
29.09.2010 00:00:00.000,1.58065,1.5874,1.57615,1.5803,381534.75
30.09.2010 00:00:00.000,1.5803,1.59225,1.5669,1.57305,327251.4375
01.10.2010 00:00:00.000,1.57315,1.58725,1.5703,1.5816,260041.9844
02.10.2010 00:00:00.000,1.5816,1.5816,1.5816,1.5816,0
03.10.2010 00:00:00.000,1.58142,1.58314,1.57703,1.58195,25395.6992
04.10.2010 00:00:00.000,1.58195,1.587,1.57485,1.58065,203291.4375
05.10.2010 00:00:00.000,1.58065,1.59295,1.57515,1.59105,276789.3125
06.10.2010 00:00:00.000,1.59095,1.5939,1.5833,1.5864,288469.3438
07.10.2010 00:00:00.000,1.58635,1.60175,1.5826,1.5878,253896.7188
08.10.2010 00:00:00.000,1.58775,1.5965,1.5823,1.59623,206197.0625
09.10.2010 00:00:00.000,1.59623,1.59623,1.59623,1.59623,0
10.10.2010 00:00:00.000,1.5962,1.59679,1.59295,1.59565,30168.3008
11.10.2010 00:00:00.000,1.59565,1.5963,1.58675,1.5875,272642.75
12.10.2010 00:00:00.000,1.5877,1.59165,1.5755,1.5801,313384.9063
13.10.2010 00:00:00.000,1.5802,1.5937,1.5774,1.5931,306665.5625
14.10.2010 00:00:00.000,1.59315,1.6066,1.59315,1.59855,284190.9375
15.10.2010 00:00:00.000,1.59855,1.61055,1.5975,1.5989,211512.6875
16.10.2010 00:00:00.000,1.5989,1.5989,1.5989,1.5989,0
17.10.2010 00:00:00.000,1.59888,1.60035,1.59615,1.59925,36918.6992
18.10.2010 00:00:00.000,1.59925,1.5995,1.5837,1.5904,273326.6563
19.10.2010 00:00:00.000,1.59045,1.5941,1.565,1.5655,287439.9375
20.10.2010 00:00:00.000,1.56555,1.58775,1.56555,1.58475,245138.2656
21.10.2010 00:00:00.000,1.5848,1.58495,1.56855,1.5716,273973.2813
22.10.2010 00:00:00.000,1.5716,1.575,1.5652,1.56822,227231.6094
23.10.2010 00:00:00.000,1.56822,1.56822,1.56822,1.56822,0
24.10.2010 00:00:00.000,1.56825,1.57004,1.56523,1.56826,49174.5586
25.10.2010 00:00:00.000,1.56826,1.57716,1.56775,1.57075,164404.9063
26.10.2010 00:00:00.000,1.57075,1.58956,1.57056,1.58409,100969.2969
27.10.2010 00:00:00.000,1.58409,1.58654,1.573,1.57892,111561
28.10.2010 00:00:00.000,1.57892,1.59776,1.57617,1.5961,116866.7969
29.10.2010 00:00:00.000,1.59613,1.6044,1.58769,1.60363,96733.5
30.10.2010 00:00:00.000,1.60363,1.60363,1.60363,1.60363,0
31.10.2010 00:00:00.000,1.60374,1.60574,1.60287,1.60461,19277.9004
01.11.2010 00:00:00.000,1.60462,1.60886,1.59898,1.60566,96225.8984
02.11.2010 00:00:00.000,1.60566,1.60792,1.59614,1.60289,103452.7969
03.11.2010 00:00:00.000,1.60284,1.61708,1.60065,1.61057,110624
04.11.2010 00:00:00.000,1.61067,1.62981,1.60882,1.62739,104122.5
05.11.2010 00:00:00.000,1.62739,1.62783,1.61661,1.61787,95332.1016
06.11.2010 00:00:00.000,1.61787,1.61787,1.61787,1.61787,0
07.11.2010 00:00:00.000,1.61858,1.62077,1.61779,1.62038,21357
08.11.2010 00:00:00.000,1.62031,1.62122,1.61039,1.61126,99452.2969
09.11.2010 00:00:00.000,1.61126,1.61833,1.59515,1.59982,102921.7969
10.11.2010 00:00:00.000,1.59982,1.61353,1.59603,1.61189,105630
11.11.2010 00:00:00.000,1.61192,1.61786,1.60809,1.61013,100807.1016
12.11.2010 00:00:00.000,1.61011,1.61833,1.59859,1.60938,98606.6016
13.11.2010 00:00:00.000,1.60938,1.60938,1.60938,1.60938,0
14.11.2010 00:00:00.000,1.60896,1.615,1.60896,1.61269,9497.5
15.11.2010 00:00:00.000,1.61261,1.61529,1.60388,1.60393,58346.3984
16.11.2010 00:00:00.000,1.60398,1.60851,1.58384,1.58856,62820.6992
17.11.2010 00:00:00.000,1.58862,1.59477,1.58541,1.59171,54773.1016
18.11.2010 00:00:00.000,1.59174,1.60549,1.58871,1.60492,63003.6992
19.11.2010 00:00:00.000,1.60494,1.60937,1.59358,1.59827,49746.5
20.11.2010 00:00:00.000,1.59827,1.59827,1.59827,1.59827,0
21.11.2010 00:00:00.000,1.59768,1.60054,1.59618,1.59997,6699
22.11.2010 00:00:00.000,1.6,1.60841,1.5898,1.59415,49810
23.11.2010 00:00:00.000,1.59418,1.5954,1.57585,1.57994,64014.5
24.11.2010 00:00:00.000,1.57991,1.58362,1.57412,1.57879,62250.3008
25.11.2010 00:00:00.000,1.57886,1.57934,1.57254,1.57572,63279.6016
26.11.2010 00:00:00.000,1.57565,1.57662,1.55753,1.55856,49569.1016
27.11.2010 00:00:00.000,1.55856,1.55856,1.55856,1.55856,0
28.11.2010 00:00:00.000,1.55866,1.56249,1.55826,1.55881,7247.8999
29.11.2010 00:00:00.000,1.5588,1.56461,1.5527,1.55474,94021.2969
30.11.2010 00:00:00.000,1.55474,1.55949,1.54841,1.55715,148775.5
01.12.2010 00:00:00.000,1.5571,1.56481,1.55471,1.56106,138602.7031
02.12.2010 00:00:00.000,1.56106,1.56671,1.55112,1.55881,131659.5
03.12.2010 00:00:00.000,1.55881,1.57869,1.55805,1.57727,129906.7031
04.12.2010 00:00:00.000,1.57727,1.57727,1.57727,1.57727,0
05.12.2010 00:00:00.000,1.5773,1.57739,1.57495,1.57657,15024.2998
06.12.2010 00:00:00.000,1.57657,1.57681,1.5655,1.57086,108913.5
07.12.2010 00:00:00.000,1.57086,1.58215,1.57032,1.57535,130167.6016
08.12.2010 00:00:00.000,1.57534,1.58356,1.56677,1.57933,132412
09.12.2010 00:00:00.000,1.57939,1.58403,1.57108,1.57718,123074.7031
10.12.2010 00:00:00.000,1.57724,1.58614,1.57471,1.57967,102190.7031
11.12.2010 00:00:00.000,1.57967,1.57967,1.57967,1.57967,0
12.12.2010 00:00:00.000,1.58007,1.58097,1.57831,1.57919,11252.2998
13.12.2010 00:00:00.000,1.57915,1.58965,1.57189,1.5859,131092.5
14.12.2010 00:00:00.000,1.58594,1.59103,1.57387,1.57619,139863.5938
